Familia;Vivienda1;Vivienda2;Vivienda3;Vivienda4
100;0;0;1;0
101;1;1;1;1
102;1;0;1;1
103;0;0;1;0
104;0;1;0;1
105;0;0;0;1
106;1;1;1;0
107;1;1;0;1
108;1;0;1;0
109;1;1;0;0
110;1;1;0;1
111;1;0;1;0
112;0;1;1;0
113;0;0;1;1
114;1;1;0;0
115;1;0;1;1
116;1;1;0;1
117;1;1;1;1
118;1;0;1;1
119;0;0;1;1
120;0;1;1;1
121;1;0;1;1
122;1;1;1;1
123;0;1;1;1
124;0;1;1;1
125;0;1;0;0
126;1;0;1;1
127;0;0;1;0
128;1;0;1;1
129;0;1;0;0
130;1;1;1;1
131;0;0;1;1
132;1;1;1;0
133;1;0;1;1
134;1;1;1;0
135;1;1;1;0
136;0;1;0;1
137;1;0;0;1
138;1;0;0;1
139;1;1;0;1
140;0;1;0;0
141;1;1;0;1
142;0;0;0;1
143;1;1;0;0
144;1;1;0;0
145;1;0;0;0
146;1;0;1;1
147;0;1;1;1
148;1;0;1;1
149;0;0;1;1
150;0;1;1;1
151;0;1;1;0
152;1;1;1;0
153;0;0;0;1
154;0;0;0;1
155;0;1;0;0
156;1;1;0;0
157;1;0;0;0
158;0;1;0;0
159;0;1;0;0
160;0;0;0;1
161;1;0;0;1
162;0;1;0;0
163;1;0;0;0
164;0;1;1;1
165;0;0;1;0
166;0;1;0;1
167;1;1;1;1
168;1;0;0;1
169;1;0;0;1
170;0;1;0;1
171;0;0;1;0
172;1;0;0;1
173;1;0;0;1
174;1;0;0;1
175;1;1;1;0
176;0;0;1;1
177;1;1;1;1
178;0;1;1;1
179;0;1;0;1
180;1;1;1;1
181;1;0;1;0
182;0;1;0;1
183;1;0;0;0
184;0;0;1;0
185;0;0;0;1
186;1;1;0;0
187;1;0;1;0
188;0;0;1;1
189;0;0;0;1
190;0;1;1;1
191;0;1;0;1
192;0;0;1;0
193;0;1;1;0
194;1;0;1;1
195;1;0;0;1
196;1;0;0;1
197;1;0;1;1
198;0;0;1;1
199;1;1;1;0
200;0;1;1;1
201;1;1;0;0
202;1;1;0;1
203;0;0;0;1
204;0;0;1;0
205;0;0;1;0
206;0;0;0;1
207;1;0;1;0
208;0;1;0;0
209;1;1;1;1
210;1;0;1;1
211;0;1;0;1
212;1;0;0;0
213;0;1;1;0
214;0;1;0;0
215;1;1;1;0
216;0;1;1;1
217;0;0;1;1
218;1;1;1;1
219;1;0;1;0
220;1;1;1;1
221;0;1;1;0
222;0;1;1;1
223;1;0;0;1
224;0;1;1;1
225;1;0;1;1
226;1;0;1;1
227;0;0;1;1
228;1;0;1;0
229;1;0;1;0
230;0;0;1;0
231;1;1;1;0
232;0;1;1;1
233;1;0;1;0
234;1;0;1;0
235;1;0;0;1
236;0;1;1;0
237;0;1;0;0
238;0;0;1;0
239;0;0;1;0
240;0;1;1;1
241;0;0;0;1
242;1;0;1;1
243;0;1;1;1
244;0;0;0;1
245;1;0;0;1
246;1;1;0;1
247;1;0;1;1
248;0;1;0;1
249;0;1;1;1
250;1;0;0;0
251;1;0;0;0
252;0;0;1;1
253;0;1;1;0
254;1;1;0;1
255;1;0;0;1
256;1;0;1;0
257;0;0;0;1
258;1;1;1;1
259;1;0;0;0
260;1;0;0;1
261;0;0;1;0
262;1;0;1;0
263;0;0;1;1
264;0;1;1;0
265;0;0;0;1
266;1;0;1;0
267;1;1;0;0
268;0;0;1;1
269;1;1;1;1
270;1;0;0;0
271;1;1;0;0
272;1;1;0;0
273;1;1;1;0
274;0;1;0;1
275;1;1;0;0
276;1;0;1;1
277;1;0;1;0
278;0;1;0;0
279;1;1;0;0
280;0;1;0;0
281;1;1;0;1
282;1;1;1;1
283;0;0;1;1
284;1;1;1;0
285;1;1;0;1
286;0;1;0;1
287;0;0;1;1
288;0;0;0;1
289;1;0;0;1
290;1;1;0;0
291;1;1;1;0
292;1;1;0;0
293;1;1;1;0
294;1;0;1;0
295;1;1;1;1
296;1;1;1;0
297;0;1;1;1
298;1;0;0;0
299;1;0;1;0
300;1;0;0;0
301;1;0;1;1
302;1;1;1;1
303;1;1;1;1
304;1;0;0;1
305;1;0;1;0
306;0;1;0;1
307;1;0;1;0
308;1;1;1;1
309;0;0;1;1
310;1;1;0;1
311;1;0;0;1
312;0;1;0;0
313;1;0;1;0
314;1;0;0;1
315;1;1;0;0
316;1;0;0;0
317;1;1;0;1
318;1;1;1;1
319;1;0;0;0
320;1;1;1;1
321;0;1;1;0
322;0;0;0;1
323;1;1;0;0
324;1;0;0;0
325;1;0;0;0
326;0;1;0;0
327;0;1;0;0
328;0;1;1;1
329;1;0;1;1
330;1;0;0;1
331;0;0;0;1
332;1;1;0;0
333;1;0;1;1
334;1;1;1;0
335;0;0;1;0
336;1;1;1;0
337;1;1;0;1
338;1;0;0;1
339;1;0;0;0
340;1;0;1;1
341;1;1;1;0
342;0;1;0;1
343;0;1;1;0
344;1;1;0;1
345;0;0;1;0
346;1;1;1;0
347;0;1;1;0
348;1;1;1;0
349;0;1;0;1
350;0;0;0;1
351;0;1;1;0
352;1;1;1;0
353;0;1;1;1
354;1;0;0;0
355;0;1;1;1
356;1;0;1;0
357;1;1;1;0
358;0;1;1;1
359;0;1;1;1
360;0;0;0;1
361;1;1;0;1
362;0;0;0;1
363;0;1;1;0
364;0;0;0;1
365;1;1;0;0
366;1;0;0;1
367;0;1;1;0
368;1;0;1;0
369;1;1;0;1
370;0;1;1;0
371;0;1;0;0
372;0;1;0;1
373;1;0;0;0
374;1;1;0;1
375;1;0;0;0
376;1;0;0;1
377;1;1;1;0
378;1;0;1;0
379;1;1;0;1
380;1;1;1;1
381;0;1;1;0
382;1;0;0;0
383;1;1;1;0
384;0;0;1;0
385;1;1;1;0
386;0;0;1;1
387;1;1;0;0
388;1;1;1;1
389;0;1;0;0
390;0;1;1;1
391;1;0;1;1
392;0;0;1;1
393;0;1;1;0
394;0;0;1;1
395;1;0;1;1
396;1;0;1;0
397;0;0;1;1
398;1;0;1;0
399;1;0;1;0
400;0;1;0;0
401;0;0;1;1
402;0;1;0;1
403;0;1;1;1
404;1;1;0;1
405;1;0;0;1
406;1;1;0;1
407;0;1;1;1
408;1;0;0;1
409;0;0;0;1
410;1;1;0;0
411;1;0;0;1
412;0;1;1;0
413;0;1;0;0
414;0;1;0;0
415;1;0;0;1
416;0;1;0;0
417;0;1;0;1
418;1;0;1;0
419;0;0;0;1
420;0;0;1;1
421;1;1;0;0
422;1;0;0;0
423;1;1;1;0
424;0;0;0;1
425;1;1;1;1
426;0;1;0;0
427;1;1;0;0
428;1;0;0;1
429;0;1;0;0
430;1;1;0;0
431;1;0;1;1
432;0;0;0;1
433;0;1;1;1
434;0;0;1;1
435;0;1;1;0
436;1;1;0;1
437;1;0;1;0
438;1;1;0;0
439;1;1;1;0
440;1;0;1;1
441;1;1;0;1
442;1;1;0;0
443;0;0;1;0
444;0;0;0;1
445;0;1;0;1
446;1;1;1;1
447;0;1;1;0
448;0;0;1;1
449;1;0;1;1
450;1;0;1;1
451;0;1;1;1
452;1;0;1;0
453;1;0;0;1
454;0;1;0;1
455;0;1;1;0
456;1;0;1;1
457;0;1;0;1
458;1;1;1;0
459;1;0;1;0
460;1;0;1;0
461;1;0;1;0
462;1;0;0;0
463;0;0;1;1
464;1;1;1;1
465;0;1;1;0
466;1;1;0;0
467;1;0;0;0
468;0;1;1;1
469;1;0;0;1
470;0;0;0;1
471;1;1;1;1
472;1;1;1;0
473;0;0;0;1
474;1;1;1;0
475;1;1;1;1
476;0;1;1;0
477;1;1;0;1
478;1;1;1;0
479;1;0;1;1
480;0;0;1;0
481;0;1;0;0
482;1;1;1;0
483;1;0;0;1
484;0;1;0;0
485;1;0;0;0
486;1;0;0;1
487;1;1;1;0
488;0;1;0;0
489;0;1;1;1
490;0;0;0;1
491;0;1;1;1
492;1;0;1;1
493;1;1;1;0
494;0;1;1;1
495;1;1;1;0
496;1;1;0;1
497;0;1;1;1
498;1;1;1;1
499;0;1;0;0
500;1;0;1;0
501;1;0;1;1
502;0;0;0;1
503;0;1;0;0
504;0;0;1;0
505;0;1;0;1
506;0;0;1;0
507;1;0;1;1
508;0;0;1;0
509;0;1;0;0
510;0;1;1;0
511;1;0;0;0
512;1;1;0;0
513;0;1;0;0
514;0;1;0;1
515;1;0;0;1
516;1;1;1;1
517;0;0;0;1
518;0;0;1;1
519;1;0;0;1
520;0;1;1;1
521;1;1;0;0
522;1;0;0;0
523;1;1;1;0
524;1;1;1;0
525;1;1;0;1
526;1;0;1;0
527;1;1;0;0
528;1;0;1;0
529;1;0;1;0
530;0;1;1;1
531;1;0;0;0
532;1;1;0;0
533;0;0;0;1
534;1;1;0;0
535;0;1;1;1
536;1;0;1;1
537;1;1;0;1
538;1;1;1;0
539;1;0;0;0
540;0;1;1;1
541;0;0;1;1
542;1;0;1;0
543;1;1;1;0
544;0;1;0;0
545;1;1;1;1
546;0;0;1;1
547;1;1;1;0
548;0;1;0;0
549;1;0;0;1
550;0;0;0;1
551;0;1;0;1
552;1;1;0;0
553;0;0;0;1
554;0;1;0;0
555;0;0;1;1
556;0;1;1;1
557;0;0;1;0
558;1;0;1;1
559;1;1;0;0
560;0;1;0;0
561;1;0;1;0
562;0;0;0;1
563;0;0;1;1
564;1;0;1;1
565;0;0;0;1
566;1;1;1;1
567;0;0;1;1
568;0;0;1;0
569;1;0;1;1
570;1;0;0;1
571;1;0;1;1
572;0;0;0;1
573;0;1;1;1
574;1;1;0;0
575;1;1;1;1
576;1;1;1;0
577;0;0;1;0
578;0;1;1;1
579;0;0;1;0
580;1;0;0;0
581;0;1;1;1
582;1;1;0;0
583;1;0;0;0
584;0;1;0;0
585;1;0;1;0
586;1;1;0;0
587;1;0;0;1
588;1;1;1;0
589;0;0;0;1
590;0;1;0;0
591;1;0;0;0
592;1;0;1;0
593;0;1;1;0
594;1;1;0;0
595;0;0;1;1
596;0;1;1;0
597;1;1;1;0
598;0;0;1;0
599;0;1;0;1
600;1;1;0;1
601;1;1;0;1
602;0;0;1;1
603;0;1;1;1
604;0;0;0;1
605;0;1;1;0
606;1;1;1;1
607;1;1;0;1
608;0;0;0;1
609;1;1;1;1
610;0;0;1;0
611;0;1;1;0
612;1;0;1;0
613;0;0;0;1
614;0;1;0;1
615;1;0;1;0
616;0;1;0;1
617;1;0;1;1
618;0;0;1;0
619;1;0;1;0
620;0;1;0;0
621;0;0;0;1
622;1;1;0;1
623;1;0;1;1
624;0;0;1;1
625;0;0;1;1
626;1;0;1;1
627;0;1;0;0
628;0;1;0;0
629;0;0;1;0
630;1;0;0;0
631;1;0;0;0
632;1;1;0;0
633;0;1;0;1
634;1;0;0;1
635;1;0;0;0
636;1;0;1;1
637;0;1;0;0
638;0;1;0;0
639;0;0;0;1
640;0;1;1;0
641;1;0;0;0
642;1;1;0;1
643;0;0;1;0
644;1;0;1;0
645;1;1;0;0
646;1;1;1;1
647;1;0;1;1
648;1;0;1;1
649;1;0;0;1
650;0;0;1;0
651;0;0;0;1
652;0;0;0;1
653;0;1;1;0
654;1;1;0;0
655;0;1;0;1
656;1;1;1;1
657;1;0;0;1
658;1;0;1;0
659;1;0;1;1
660;0;0;0;1
661;0;1;0;0
662;1;1;0;1
663;1;1;1;0
664;1;0;0;0
665;1;0;0;0
666;0;1;0;0
667;1;0;0;0
668;1;0;0;1
669;1;0;1;0
670;1;0;1;0
671;1;1;0;0
672;0;0;0;1
673;1;1;1;0
674;0;1;0;0
675;0;0;1;1
676;0;0;0;1
677;1;0;1;0
678;0;0;0;1
679;1;1;1;0
680;1;0;0;0
681;1;1;0;1
682;1;1;1;0
683;0;0;0;1
684;1;0;1;1
685;1;0;1;1
686;1;0;1;0
687;1;0;0;0
688;0;0;1;0
689;0;1;1;1
690;0;0;1;1
691;0;1;1;0
692;0;1;1;0
693;1;1;1;1
694;0;0;0;1
695;0;1;0;0
696;1;0;0;1
697;0;1;0;0
698;0;0;1;0
699;1;1;1;0
700;0;1;1;1
701;1;1;1;0
702;1;1;1;1
703;0;1;0;0
704;0;1;1;1
705;1;1;0;0
706;1;1;1;1
707;0;0;1;0
708;1;0;1;0
709;1;0;1;1
710;1;1;1;0
711;1;0;1;1
712;1;1;0;1
713;0;0;1;0
714;1;0;0;0
715;0;1;0;1
716;0;1;0;1
717;0;1;0;1
718;0;0;0;1
719;1;0;1;0
720;0;1;0;1
721;0;0;0;1
722;1;1;1;1
723;1;0;0;1
724;1;0;0;1
725;0;1;1;0
726;0;1;0;0
727;1;0;1;0
728;0;1;0;1
729;0;0;1;1
730;1;1;0;1
731;0;0;1;1
732;0;1;1;1
733;1;0;1;0
734;1;1;1;0
735;1;0;1;1
736;1;0;0;1
737;0;1;1;1
738;0;0;0;1
739;0;1;0;1
740;0;0;0;1
741;0;1;0;0
742;0;0;1;1
743;1;0;0;0
744;0;0;0;1
745;1;1;1;1
746;1;1;0;1
747;0;1;0;1
748;1;0;0;0
749;0;1;0;0
750;0;0;1;1
751;1;1;1;1
752;1;1;0;1
753;0;0;1;1
754;1;1;0;1
755;1;1;1;0
756;1;1;1;1
757;0;1;0;1
758;0;1;1;0
759;0;1;1;0
760;0;0;1;0
761;1;1;0;0
762;0;1;0;0
763;1;0;0;0
764;0;1;0;0
765;0;1;0;0
766;0;0;0;1
767;1;0;1;0
768;0;0;1;0
769;0;0;1;1
770;1;1;0;1
771;0;1;0;1
772;0;1;0;1
773;0;1;0;0
774;1;0;1;0
775;0;0;1;0
776;1;1;0;0
777;1;1;1;1
778;0;0;1;1
779;1;1;1;0
780;1;1;0;0
781;1;0;0;0
782;0;0;1;0
783;1;1;1;0
784;1;1;1;1
785;1;1;0;1
786;0;1;1;1
787;0;0;1;0
788;1;0;1;0
789;0;0;1;0
790;0;1;0;1
791;1;0;1;1
792;0;0;0;1
793;1;0;1;1
794;0;1;1;0
795;0;1;1;1
796;1;1;0;1
797;0;0;0;1
798;1;0;1;1
799;1;1;1;0
800;1;1;1;1
801;1;0;1;0
802;1;0;1;0
803;1;0;0;1
804;1;0;1;0
805;1;0;1;1
806;0;1;1;1
807;1;0;0;0
808;0;0;1;1
809;1;0;0;1
810;0;0;1;1
811;0;0;1;1
812;1;0;1;0
813;1;1;1;0
814;0;0;1;0
815;0;0;1;1
816;1;0;0;0
817;0;1;1;1
818;1;0;0;0
819;0;1;1;1
820;1;0;0;0
821;0;0;1;0
822;0;1;0;0
823;1;1;1;0
824;1;0;1;1
825;0;0;1;0
826;0;0;0;1
827;1;1;1;0
828;0;0;0;1
829;0;0;0;1
830;0;1;1;1
831;1;1;0;0
832;0;1;0;1
833;1;0;0;0
834;1;1;1;1
835;1;0;0;0
836;0;1;0;1
837;0;1;0;0
838;0;1;0;0
839;0;0;1;0
840;0;1;0;0
841;0;0;1;1
842;0;1;0;0
843;1;1;0;1
844;0;1;1;0
845;0;1;0;0
846;0;0;0;1
847;0;0;1;1
848;0;0;1;1
849;0;1;0;1
850;0;1;0;0
851;1;0;0;1
852;0;0;1;1
853;1;1;0;0
854;1;1;1;0
855;1;0;0;1
856;0;0;0;1
857;1;0;0;0
858;1;1;1;1
859;0;1;0;0
860;1;0;1;0
861;1;0;0;0
862;1;1;0;1
863;0;1;1;0
864;0;1;1;1
865;1;1;1;0
866;1;1;0;0
867;0;1;0;1
868;0;0;1;0
869;0;1;1;0
870;1;0;1;0
871;0;0;0;1
872;0;0;1;0
873;1;0;1;0
874;1;1;1;0
875;1;1;1;1
876;1;1;1;0
877;0;1;1;1
878;1;0;0;0
879;0;1;1;0
880;0;1;1;1
881;0;1;1;0
882;0;1;1;1
883;1;0;1;1
884;1;0;1;1
885;0;0;0;1
886;0;1;0;0
887;0;0;1;0
888;0;1;1;1
889;0;1;1;0
890;1;1;0;0
891;1;0;0;0
892;0;0;1;1
893;0;1;0;1
894;0;1;0;1
895;1;1;0;0
896;1;1;0;1
897;1;0;0;0
898;1;1;0;0
899;0;1;1;1
900;1;0;0;0
901;1;0;0;1
902;1;1;1;0
903;1;1;0;1
904;1;0;1;1
905;1;0;0;0
906;1;1;1;1
907;0;1;1;1
908;1;0;1;1
909;0;0;1;1
910;0;0;1;1
911;1;1;0;1
912;1;1;1;0
913;0;0;1;1
914;1;0;0;0
915;1;0;0;0
916;0;1;0;0
917;1;0;1;1
918;1;0;1;1
919;0;1;1;1
920;1;0;0;1
921;0;1;1;0
922;1;0;0;1
923;0;1;1;0
924;1;1;0;0
925;1;0;0;0
926;1;0;1;0
927;0;1;1;1
928;1;1;1;0
929;0;1;0;1
930;0;0;1;1
931;0;1;0;1
932;0;1;0;1
933;1;0;1;0
934;1;1;0;1
935;1;0;0;1
936;1;1;0;1
937;1;1;1;0
938;0;0;1;0
939;0;1;0;0
940;0;0;1;1
941;1;0;1;1
942;0;1;0;0
943;0;1;1;1
944;0;0;0;1
945;0;1;0;0
946;1;1;0;1
947;0;1;0;0
948;0;0;1;0
949;1;0;1;1
950;1;0;0;0
951;1;0;1;0
952;1;0;0;0
953;0;0;0;1
954;0;1;1;0
955;0;0;1;0
956;0;0;1;1
957;0;0;1;1
958;1;0;0;1
959;0;1;1;0
960;1;0;0;1
961;0;0;1;0
962;1;1;1;1
963;1;0;0;1
964;1;1;0;1
965;1;0;1;1
966;1;0;1;1
967;0;0;0;1
968;0;1;1;0
969;1;1;1;1
970;0;1;1;0
971;0;0;1;1
972;1;0;0;0
973;1;1;0;0
974;1;0;0;0
975;1;0;1;1
976;1;1;1;1
977;1;1;0;0
978;1;0;0;0
979;1;0;0;0
980;0;1;0;1
981;0;0;1;0
982;1;1;1;1
983;0;1;0;0
984;1;1;0;0
985;1;1;1;0
986;0;1;0;0
987;1;1;0;0
988;1;1;0;1
989;0;1;0;1
990;0;1;0;1
991;1;0;0;1
992;0;1;0;0
993;1;0;1;0
994;1;1;0;0
995;0;1;1;0
996;1;0;0;0
997;0;0;1;1
998;1;0;0;0
999;1;1;0;1
1000;1;1;1;1
1001;0;0;1;0
1002;1;1;0;0
1003;0;0;1;1
1004;1;1;1;0
1005;1;1;0;0
1006;0;1;0;0
1007;0;0;1;0
1008;0;1;1;1
1009;1;1;1;0
1010;1;0;1;1
1011;0;0;1;0
1012;1;0;1;0
1013;1;1;1;0
1014;0;1;0;1
1015;1;1;0;0
1016;1;1;1;0
1017;1;1;0;0
1018;0;0;1;1
1019;0;0;1;0
1020;1;0;0;0
1021;0;0;0;1
1022;1;0;1;1
1023;1;1;1;1
1024;1;0;1;1
1025;1;0;0;1
1026;1;0;1;1
1027;1;1;1;0
1028;0;1;1;1
1029;0;1;0;1
1030;1;1;0;1
1031;1;1;1;1
1032;1;1;0;0
1033;0;0;0;1
1034;1;0;1;0
1035;0;1;1;1
1036;0;0;0;1
1037;1;1;1;0
1038;0;1;0;0
1039;0;0;0;1
1040;1;1;1;0
1041;0;0;1;0
1042;0;1;1;0
1043;1;1;0;1
1044;1;1;1;1
1045;1;1;1;0
1046;1;0;0;1
1047;1;0;0;0
1048;1;1;0;0
1049;0;1;1;0
1050;1;1;1;1
1051;0;0;1;0
1052;1;0;1;1
1053;0;0;1;0
1054;1;0;1;1
1055;1;0;1;1
1056;1;1;1;0
1057;0;1;0;1
1058;1;0;1;1
1059;1;1;0;1
1060;0;1;0;1
1061;1;0;0;0
1062;0;0;1;0
1063;1;1;0;1
1064;0;1;1;0
1065;1;1;0;1
1066;0;1;1;0
1067;1;1;0;0
1068;0;0;1;1
1069;0;1;1;0
1070;0;1;1;1
1071;1;0;1;1
1072;0;0;1;1
1073;0;1;0;0
1074;1;0;0;1
1075;1;0;0;1
1076;0;0;1;0
1077;0;0;1;1
1078;1;0;0;0
1079;1;0;1;0
1080;1;1;1;0
1081;1;1;1;1
1082;1;0;0;0
1083;0;0;1;0
1084;1;1;0;0
1085;1;1;1;0
1086;1;1;1;0
1087;0;1;1;1
1088;1;1;1;1
1089;1;0;1;0
1090;0;0;0;1
1091;1;1;1;0
1092;1;0;0;0
1093;1;0;0;0
1094;0;0;0;1
1095;0;1;0;1
1096;0;1;0;0
1097;0;0;1;1
1098;1;1;0;1
1099;1;0;1;1
1100;1;1;0;0
1101;1;1;0;1
1102;1;1;1;1
1103;1;0;1;1
1104;1;0;1;1
1105;1;0;0;1
1106;1;1;0;0
1107;1;0;0;1
1108;1;0;0;1
1109;1;0;0;1
1110;1;0;0;1
1111;1;1;0;0
1112;0;0;1;1
1113;0;0;1;0
1114;1;1;1;0
1115;1;0;1;1
1116;1;1;0;0
1117;1;0;1;1
1118;0;0;1;1
1119;1;0;0;1
1120;0;1;1;1
1121;1;0;0;1
1122;1;1;0;1
1123;0;0;0;1
1124;0;0;1;1
1125;1;0;0;1
1126;1;1;1;0
1127;0;0;0;1
1128;1;0;0;1
1129;0;1;1;0
1130;1;0;1;0
1131;0;0;1;0
1132;0;0;1;1
1133;1;0;0;0
1134;0;1;1;0
1135;0;1;1;0
1136;0;1;0;0
1137;0;0;0;1
1138;1;0;0;0
1139;1;1;1;0
1140;1;1;1;0
1141;0;1;0;1
1142;1;1;1;1
1143;0;0;0;1
1144;0;1;1;1
1145;1;1;0;0
1146;0;0;1;1
1147;0;1;1;1
1148;1;1;1;1
1149;0;1;1;1
1150;0;0;1;0
1151;0;1;0;1
1152;0;1;1;1
1153;1;0;1;0
1154;0;1;0;0
1155;1;0;0;0
1156;0;0;1;1
1157;1;0;1;1
1158;1;0;1;1
1159;1;0;1;0
1160;0;1;0;0
1161;1;0;1;0
1162;0;1;1;1
1163;1;1;1;0
1164;1;1;1;0
1165;0;1;0;0
1166;0;0;0;1
1167;1;0;0;1
1168;0;1;0;0
1169;1;1;0;1
1170;0;1;1;1
1171;0;0;1;1
1172;0;0;1;1
1173;0;1;1;1
1174;1;0;0;1
1175;0;0;1;0
1176;1;0;0;1
1177;0;0;0;1
1178;0;1;0;0
1179;1;0;0;1
1180;1;1;1;1
1181;1;0;0;1
1182;0;1;1;1
1183;0;1;0;1
1184;1;1;0;1
1185;1;1;0;1
1186;0;1;0;1
1187;0;1;1;0
1188;0;0;0;1
1189;1;0;1;1
1190;1;0;0;1
1191;1;1;1;0
1192;0;1;1;0
1193;1;1;1;0
1194;0;1;0;0
1195;1;1;1;0
1196;0;1;1;1
1197;0;1;0;0
1198;1;1;0;0
1199;0;1;1;0
1200;1;1;1;0
1201;0;1;1;0
1202;1;0;0;0
1203;1;1;1;1
1204;1;1;1;1
1205;1;0;1;0
1206;1;0;0;0
1207;1;1;0;0
1208;1;0;1;1
1209;1;0;1;0
1210;0;0;1;1
1211;1;1;1;1
1212;1;1;1;0
1213;0;0;1;0
1214;1;1;0;0
1215;0;1;1;1
1216;0;1;0;0
1217;0;0;1;0
1218;0;1;0;1
1219;0;1;0;0
1220;1;1;0;0
1221;1;0;1;0
1222;1;1;0;1
1223;0;1;0;1
1224;0;1;1;0
1225;1;0;0;0
1226;0;0;1;1
1227;1;1;1;1
1228;1;0;0;1
1229;0;1;1;1
1230;0;1;0;1
1231;1;1;0;1
1232;1;0;1;0
1233;0;1;1;1
1234;1;1;0;1
1235;0;0;1;0
1236;0;1;1;1
1237;1;1;0;1
1238;1;1;1;0
1239;1;1;0;1
1240;0;0;1;1
1241;0;0;1;0
1242;0;1;0;1
1243;1;1;1;1
1244;1;0;1;1
1245;1;0;1;1
1246;1;0;0;1
1247;0;1;0;1
1248;1;1;0;1
1249;1;1;1;1
1250;0;0;0;1
1251;1;0;0;0
1252;0;1;0;0
1253;1;0;0;1
1254;0;1;1;1
1255;0;1;1;1
1256;0;1;1;1
1257;0;0;1;1
1258;0;1;1;1
1259;0;1;0;0
1260;0;0;0;1
1261;0;1;0;1
1262;1;0;0;1
1263;1;0;1;0
1264;0;1;1;0
1265;1;0;0;0
1266;0;1;0;0
1267;1;0;1;0
1268;1;0;1;1
1269;0;0;0;1
1270;1;0;1;0
1271;0;1;0;0
1272;0;0;1;0
1273;1;0;1;1
1274;1;1;1;1
1275;0;1;0;1
1276;1;0;0;0
1277;1;0;1;1
1278;1;0;1;0
1279;1;1;1;1
1280;1;1;1;1
1281;1;0;1;1
1282;0;0;0;1
1283;0;0;0;1
1284;0;0;1;0
1285;0;1;0;0
1286;0;1;1;0
1287;0;0;1;1
1288;0;1;0;1
1289;1;0;0;0
1290;1;0;0;0
1291;0;0;1;0
1292;1;0;0;1
1293;1;1;0;1
1294;0;0;1;1
1295;1;0;1;1
1296;0;0;1;1
1297;1;1;1;1
1298;1;1;0;1
1299;1;0;1;1
1300;1;0;1;1
1301;0;1;0;1
1302;1;0;1;1
1303;0;0;1;1
1304;0;1;0;0
1305;1;1;0;1
1306;0;0;1;0
1307;0;1;0;0
1308;0;0;1;0
1309;0;1;1;1
1310;1;1;1;1
1311;1;1;0;0
1312;0;1;1;1
1313;1;1;0;1
1314;1;1;1;0
1315;1;1;0;0
1316;1;0;0;0
1317;1;0;0;1
1318;1;1;0;1
1319;1;1;0;1
1320;1;1;0;0
1321;1;0;1;1
1322;0;1;0;0
1323;1;0;0;1
1324;0;0;0;1
1325;0;0;1;0
1326;1;1;1;1
1327;1;0;1;0
1328;1;1;1;0
1329;0;0;1;1
1330;0;1;1;1
1331;1;0;0;0
1332;0;0;1;0
1333;0;1;0;0
1334;0;1;1;0
1335;0;0;0;1
1336;1;1;1;1
1337;1;0;0;1
1338;0;1;1;1
1339;0;0;0;1
1340;0;0;1;1
1341;0;0;1;0
1342;1;0;0;0
1343;0;0;0;1
1344;0;1;0;0
1345;1;1;1;1
1346;0;1;0;0
1347;1;1;1;0
1348;1;0;0;0
1349;1;0;1;0
1350;0;0;0;1
1351;0;1;1;1
1352;1;1;0;1
1353;1;0;1;1
1354;0;0;0;1
1355;0;1;0;0
1356;0;1;1;1
